query,seed_eggNOG_ortholog,evalue,score,eggNOGs,domain,COG Cat.,eggNOG HMM Desc.,predicted name,GO_terms,EC,KEGG KO,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
WP_011094192.1,1082705.JIBP01000017_gene917,4.20E-86,323.9,"COG1522@1|root,COG1522@2|Bacteria,1MX7R@1224|Proteobacteria,1RPGA@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,Transcriptional regulator,lrp,"GO:0000976,GO:0001067,GO:0001101,GO:0001130,GO:0001216,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006355,GO:0006520,GO:0006522,GO:0006524,GO:0006551,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009056,GO:0009058,GO:0009063,GO:0009078,GO:0009080,GO:0009081,GO:0009082,GO:0009098,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0010033,GO:0010243,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016053,GO:0016054,GO:0019219,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0032991,GO:0032993,GO:0042221,GO:0042802,GO:0043200,GO:0043201,GO:0043436,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044281,GO:0044282,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0046394,GO:0046395,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:0140110,GO:1901363,GO:1901564,GO:1901565,GO:1901566,GO:1901575,GO:1901576,GO:1901605,GO:1901606,GO:1901607,GO:1901698,GO:1901700,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:1990837,GO:2000112,GO:2000113,GO:2001141",-,ko:K03719,-,-,-,-,"ko00000,ko03000,ko03036",-,-,-,"AsnC_trans_reg,HTH_24"
WP_011094193.1,218491.ECA2649,2.20E-179,634.8,"COG0492@1|root,COG0492@2|Bacteria,1MV15@1224|Proteobacteria,1RMEX@1236|Gammaproteobacteria,1MRDT@122277|Pectobacterium",1236|Gammaproteobacteria,C,Belongs to the class-II pyridine nucleotide-disulfide oxidoreductase family,trxB,"GO:0000166,GO:0003674,GO:0003824,GO:0004791,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0009636,GO:0009987,GO:0015036,GO:0016209,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050660,GO:0050662,GO:0050896,GO:0051716,GO:0055114,GO:0070887,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901265,GO:1901363,GO:1990748",1.8.1.9,ko:K00384,"ko00450,map00450",-,"R02016,R03596,R09372","RC00013,RC02518,RC02873","ko00000,ko00001,ko01000",-,-,iPC815.YPO1374,Pyr_redox_2
WP_011094194.1,218491.ECA2650,0,1117.8,"COG4988@1|root,COG4988@2|Bacteria,1QU1N@1224|Proteobacteria,1RNPI@1236|Gammaproteobacteria,1MQF4@122277|Pectobacterium",1236|Gammaproteobacteria,P,"TIGRFAM ABC transporter, CydDC cysteine exporter (CydDC-E) family, permease ATP-binding protein CydD",cydD,"GO:0000101,GO:0003333,GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006857,GO:0006865,GO:0006869,GO:0008150,GO:0009987,GO:0010876,GO:0015399,GO:0015405,GO:0015711,GO:0015804,GO:0015833,GO:0015849,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019725,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0032973,GO:0032991,GO:0033036,GO:0033228,GO:0034040,GO:0034220,GO:0034635,GO:0034775,GO:0035443,GO:0035672,GO:0042592,GO:0042623,GO:0042626,GO:0042883,GO:0042886,GO:0042939,GO:0043190,GO:0043492,GO:0044425,GO:0044459,GO:0044464,GO:0045454,GO:0046942,GO:0050789,GO:0050794,GO:0051179,GO:0051181,GO:0051234,GO:0055085,GO:0065007,GO:0065008,GO:0071702,GO:0071705,GO:0071944,GO:0072337,GO:0072348,GO:0098533,GO:0098655,GO:0098656,GO:0098796,GO:0098797,GO:0140115,GO:1902494,GO:1902495,GO:1903712,GO:1903825,GO:1904949,GO:1905039,GO:1990351",-,ko:K16013,"ko02010,map02010",-,-,-,"ko00000,ko00001,ko02000",3.A.1.129,-,"iEC042_1314.EC042_0979,iECUMN_1333.ECUMN_1082,iETEC_1333.ETEC_0955","ABC_membrane,ABC_tran"
WP_011094197.1,218491.ECA2654,1.10E-275,955.3,"COG1167@1|root,COG1167@2|Bacteria,1MVGT@1224|Proteobacteria,1RPFK@1236|Gammaproteobacteria,1MTN8@122277|Pectobacterium",1236|Gammaproteobacteria,K,helix_turn_helix gluconate operon transcriptional repressor,-,-,-,"ko:K00375,ko:K05825","ko00300,ko01100,ko01130,ko01210,map00300,map01100,map01130,map01210",-,R01939,RC00006,"ko00000,ko00001,ko01000,ko03000",-,-,-,"Aminotran_1_2,GntR"
WP_011094198.1,218491.ECA2655,8.20E-87,326.2,"COG2128@1|root,COG2128@2|Bacteria,1RAS1@1224|Proteobacteria,1S2WN@1236|Gammaproteobacteria,1MTFS@122277|Pectobacterium",1236|Gammaproteobacteria,O,Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity,-,-,-,-,-,-,-,-,-,-,-,-,CMD
WP_011094199.1,218491.ECA2656,0,1457.2,"COG0542@1|root,COG0542@2|Bacteria,1MV8B@1224|Proteobacteria,1RMH3@1236|Gammaproteobacteria,1MQSK@122277|Pectobacterium",1236|Gammaproteobacteria,O,Belongs to the ClpA ClpB family,clpA,"GO:0000166,GO:0003674,GO:0003824,GO:0004176,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043335,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0050896,GO:0070011,GO:0071704,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564",-,ko:K03694,-,-,-,-,"ko00000,ko03110",-,-,-,"AAA,AAA_2,ClpB_D2-small,Clp_N"
WP_011094200.1,218491.ECA2657,3.00E-53,214.2,"COG2127@1|root,COG2127@2|Bacteria,1MZU8@1224|Proteobacteria,1S8Z7@1236|Gammaproteobacteria,1MSKJ@122277|Pectobacterium",1236|Gammaproteobacteria,S,Involved in the modulation of the specificity of the ClpAP-mediated ATP-dependent protein degradation,clpS,"GO:0003674,GO:0005488,GO:0005515,GO:0006950,GO:0008150,GO:0009266,GO:0009408,GO:0009628,GO:0050896,GO:0051087",-,ko:K06891,-,-,-,-,ko00000,-,-,-,ClpS
WP_011094202.1,218491.ECA2659,2.70E-37,160.6,"COG1278@1|root,COG1278@2|Bacteria,1N6Q5@1224|Proteobacteria,1SCA7@1236|Gammaproteobacteria,1MSXP@122277|Pectobacterium",1236|Gammaproteobacteria,K,'Cold-shock' DNA-binding domain,cspD,"GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006275,GO:0006355,GO:0006950,GO:0008150,GO:0008156,GO:0009266,GO:0009409,GO:0009605,GO:0009628,GO:0009889,GO:0009890,GO:0009892,GO:0009991,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031667,GO:0042594,GO:0044424,GO:0044444,GO:0044464,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051053,GO:0051171,GO:0051172,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2000113,GO:2001141",-,ko:K03704,-,-,-,-,"ko00000,ko03000",-,-,-,CSD
WP_011094203.1,218491.ECA2660,0,1093.6,"COG3593@1|root,COG3593@2|Bacteria,1N2CB@1224|Proteobacteria,1RQN2@1236|Gammaproteobacteria,1MRZV@122277|Pectobacterium",1236|Gammaproteobacteria,L,Protein of unknown function (DUF2813),ybjD,"GO:0000731,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0090304,GO:1901360,GO:1901362,GO:1901576",-,ko:K07459,-,-,-,-,ko00000,-,-,-,DUF2813
WP_011094204.1,218491.ECA2661,2.70E-155,554.7,"COG2431@1|root,COG2431@2|Bacteria,1MYMF@1224|Proteobacteria,1RP7N@1236|Gammaproteobacteria,1MRMK@122277|Pectobacterium",1236|Gammaproteobacteria,S,Pfam:DUF340,ybjE,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015174,GO:0015179,GO:0015189,GO:0015238,GO:0015318,GO:0015562,GO:0015661,GO:0015711,GO:0015802,GO:0015807,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0034639,GO:0042221,GO:0042493,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098655,GO:0098656,GO:1902022,GO:1902475,GO:1903401,GO:1903825,GO:1905039,GO:1990822",-,-,-,-,-,-,-,-,-,-,Lys_export
WP_011094205.1,218491.ECA2662,0,1115.9,"COG0369@1|root,COG1151@2|Bacteria,1N88B@1224|Proteobacteria,1RP1I@1236|Gammaproteobacteria,1MRG0@122277|Pectobacterium",1236|Gammaproteobacteria,C,Catalyzes the reduction of hydroxylamine to form NH(3) and H(2)O,hcp,"GO:0000302,GO:0001505,GO:0003674,GO:0003824,GO:0004601,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016661,GO:0016684,GO:0017144,GO:0034641,GO:0042133,GO:0042135,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0044237,GO:0044248,GO:0044270,GO:0046209,GO:0046210,GO:0046677,GO:0050418,GO:0050896,GO:0051716,GO:0055114,GO:0065007,GO:0065008,GO:0070887,GO:0072593,GO:0097237,GO:0098754,GO:0098869,GO:1901700,GO:1990748,GO:2001057",1.7.99.1,ko:K05601,"ko00910,map00910",-,R00143,RC02797,"ko00000,ko00001,ko01000",-,-,-,Prismane
WP_011094206.1,218491.ECA2663,3.90E-195,687.2,"COG1018@1|root,COG1018@2|Bacteria,1MY2Q@1224|Proteobacteria,1RR5A@1236|Gammaproteobacteria,1MPQG@122277|Pectobacterium",1236|Gammaproteobacteria,C,Oxidoreductase FAD-binding domain,hcr,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0036094,GO:0043167,GO:0043168,GO:0048037,GO:0050660,GO:0050662,GO:0051536,GO:0051537,GO:0051540,GO:0055114,GO:0097159,GO:1901265,GO:1901363",-,ko:K11933,-,-,-,-,"ko00000,ko01000",-,-,-,"FAD_binding_6,Fer2,NAD_binding_1"
WP_011094207.1,218491.ECA2664,1.20E-277,961.8,"COG0702@1|root,COG0702@2|Bacteria,1MW54@1224|Proteobacteria,1RNS7@1236|Gammaproteobacteria,1MQXR@122277|Pectobacterium",1236|Gammaproteobacteria,GM,Protein of unknown function (DUF2867),ybjT,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,"DUF2867,Epimerase,NAD_binding_10"
WP_011094208.1,218491.ECA2665,3.40E-157,560.8,"COG3023@1|root,COG3023@2|Bacteria,1RDHU@1224|Proteobacteria,1RMDN@1236|Gammaproteobacteria,1MR97@122277|Pectobacterium",1236|Gammaproteobacteria,V,N-acetylmuramoyl-L-alanine amidase,amiD,"GO:0000270,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0006022,GO:0006026,GO:0006027,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0008745,GO:0009056,GO:0009057,GO:0009253,GO:0009254,GO:0009392,GO:0016020,GO:0016787,GO:0016810,GO:0016811,GO:0019867,GO:0030203,GO:0043167,GO:0043169,GO:0043170,GO:0046872,GO:0046914,GO:0061783,GO:0071704,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575",3.5.1.28,"ko:K01447,ko:K11066",-,-,R04112,"RC00064,RC00141","ko00000,ko01000,ko01011",-,-,-,"Amidase_2,PG_binding_1"
WP_011094210.1,218491.ECA2668,2.30E-133,481.5,"COG0834@1|root,COG0834@2|Bacteria,1MXIA@1224|Proteobacteria,1RPXK@1236|Gammaproteobacteria,1MS87@122277|Pectobacterium",1236|Gammaproteobacteria,ET,solute-binding protein,artI,"GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464",-,"ko:K09996,ko:K09997,ko:K10014","ko02010,map02010","M00226,M00229",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.3.1,3.A.1.3.3",-,"iLF82_1304.LF82_0153,iNRG857_1313.NRG857_03895,iPC815.YPO1351",SBP_bac_3
WP_011094211.1,218491.ECA2669,4.10E-122,444.1,"COG4215@1|root,COG4215@2|Bacteria,1NH6Q@1224|Proteobacteria,1RPY2@1236|Gammaproteobacteria,1MR2Y@122277|Pectobacterium",1236|Gammaproteobacteria,P,"TIGRFAM polar amino acid ABC transporter, inner membrane subunit",artQ,"GO:0003333,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0015711,GO:0015802,GO:0015807,GO:0015809,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0043090,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0089718,GO:0097638,GO:0098655,GO:0098656,GO:0098657,GO:0098739,GO:1902023,GO:1902475,GO:1903400,GO:1903825,GO:1903826,GO:1905039,GO:1990822",-,ko:K09999,"ko02010,map02010",M00229,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.3.3,-,"iAF1260.b0862,iB21_1397.B21_00873,iBWG_1329.BWG_0715,iE2348C_1286.E2348C_0859,iEC55989_1330.EC55989_0907,iECABU_c1320.ECABU_c09030,iECBD_1354.ECBD_2732,iECB_1328.ECB_00867,iECDH10B_1368.ECDH10B_0932,iECDH1ME8569_1439.ECDH1ME8569_0814,iECD_1391.ECD_00867,iECH74115_1262.ECH74115_1022,iECIAI1_1343.ECIAI1_0901,iECIAI39_1322.ECIAI39_0842,iECNA114_1301.ECNA114_0804,iECO103_1326.ECO103_0906,iECO111_1330.ECO111_0931,iECO26_1355.ECO26_0989,iECSE_1348.ECSE_0920,iECSF_1327.ECSF_0787,iECSP_1301.ECSP_0965,iECW_1372.ECW_m0970,iECs_1301.ECs0945,iEKO11_1354.EKO11_2974,iETEC_1333.ETEC_0929,iEcDH1_1363.EcDH1_2780,iEcE24377_1341.EcE24377A_0935,iEcHS_1320.EcHS_A0966,iEcSMS35_1347.EcSMS35_0890,iEcolC_1368.EcolC_2734,iG2583_1286.G2583_1096,iJO1366.b0862,iJR904.b0862,iLF82_1304.LF82_0157,iNRG857_1313.NRG857_03890,iSBO_1134.SBO_0796,iSFV_1184.SFV_0847,iSF_1195.SF0816,iSFxv_1172.SFxv_0884,iSSON_1240.SSON_0847,iS_1188.S0858,iUMNK88_1353.UMNK88_958,iWFL_1372.ECW_m0970,iY75_1357.Y75_RS04485,iZ_1308.Z1092,ic_1306.c0995",BPD_transp_1
WP_011094212.1,218491.ECA2670,9.00E-108,396.4,"COG4160@1|root,COG4160@2|Bacteria,1QV6B@1224|Proteobacteria,1RNC2@1236|Gammaproteobacteria,1MQGN@122277|Pectobacterium",1236|Gammaproteobacteria,P,"TIGRFAM polar amino acid ABC transporter, inner membrane subunit",artM,"GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015318,GO:0015711,GO:0015802,GO:0015807,GO:0015809,GO:0015849,GO:0015893,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0042221,GO:0042493,GO:0043090,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0089718,GO:0097638,GO:0098655,GO:0098656,GO:0098657,GO:0098739,GO:1902023,GO:1902475,GO:1903400,GO:1903825,GO:1903826,GO:1905039,GO:1990822",-,ko:K09998,"ko02010,map02010",M00229,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.3.3,-,"iAF1260.b0861,iAPECO1_1312.APECO1_1232,iB21_1397.B21_00872,iBWG_1329.BWG_0714,iE2348C_1286.E2348C_0858,iEC042_1314.EC042_0952,iEC55989_1330.EC55989_0906,iECABU_c1320.ECABU_c09020,iECBD_1354.ECBD_2733,iECB_1328.ECB_00866,iECDH10B_1368.ECDH10B_0931,iECDH1ME8569_1439.ECDH1ME8569_0813,iECD_1391.ECD_00866,iECED1_1282.ECED1_0826,iECH74115_1262.ECH74115_1021,iECIAI1_1343.ECIAI1_0900,iECIAI39_1322.ECIAI39_0841,iECNA114_1301.ECNA114_0803,iECO103_1326.ECO103_0905,iECO111_1330.ECO111_0930,iECO26_1355.ECO26_0988,iECOK1_1307.ECOK1_0863,iECP_1309.ECP_0876,iECS88_1305.ECS88_0879,iECSE_1348.ECSE_0919,iECSF_1327.ECSF_0786,iECSP_1301.ECSP_0964,iECW_1372.ECW_m0969,iECs_1301.ECs0944,iEKO11_1354.EKO11_2975,iETEC_1333.ETEC_0928,iEcDH1_1363.EcDH1_2781,iEcE24377_1341.EcE24377A_0934,iEcHS_1320.EcHS_A0965,iEcolC_1368.EcolC_2735,iG2583_1286.G2583_1095,iJO1366.b0861,iJR904.b0861,iLF82_1304.LF82_0155,iNRG857_1313.NRG857_03885,iPC815.YPO1349,iSBO_1134.SBO_0795,iSFV_1184.SFV_0846,iSF_1195.SF0815,iSFxv_1172.SFxv_0883,iS_1188.S0857,iSbBS512_1146.SbBS512_E2470,iUMN146_1321.UM146_13345,iUMNK88_1353.UMNK88_957,iUTI89_1310.UTI89_C0864,iWFL_1372.ECW_m0969,iY75_1357.Y75_RS04480,iZ_1308.Z1091,ic_1306.c0994",BPD_transp_1
WP_011094213.1,218491.ECA2671,1.40E-133,482.3,"COG0834@1|root,COG0834@2|Bacteria,1MXIA@1224|Proteobacteria,1RPXK@1236|Gammaproteobacteria,1MQTA@122277|Pectobacterium",1236|Gammaproteobacteria,ET,solute-binding protein,artJ,"GO:0003333,GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006855,GO:0006865,GO:0008150,GO:0015711,GO:0015802,GO:0015807,GO:0015809,GO:0015849,GO:0015893,GO:0016597,GO:0030288,GO:0030313,GO:0031406,GO:0031975,GO:0034220,GO:0034618,GO:0036094,GO:0042221,GO:0042493,GO:0042597,GO:0043090,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0044464,GO:0046942,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0089718,GO:0097638,GO:0098655,GO:0098656,GO:0098657,GO:0098739,GO:1902023,GO:1902475,GO:1903400,GO:1903825,GO:1903826,GO:1905039,GO:1990822",-,"ko:K09996,ko:K09997,ko:K10014","ko02010,map02010","M00226,M00229",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.3.1,3.A.1.3.3",-,"iG2583_1286.G2583_1094,iUMN146_1321.UM146_13350,iZ_1308.Z1090",SBP_bac_3
WP_011094214.1,218491.ECA2672,5.40E-214,750,"COG2265@1|root,COG2265@2|Bacteria,1N8DN@1224|Proteobacteria,1RMX4@1236|Gammaproteobacteria,1MSAM@122277|Pectobacterium",1236|Gammaproteobacteria,J,Catalyzes the formation of 5-methyl-uridine at position 747 (m5U747) in 23S rRNA,rlmC,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016436,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",2.1.1.189,ko:K03212,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,tRNA_U5-meth_tr
WP_011094215.1,218491.ECA2673,3.60E-76,290.8,"2E0RG@1|root,32W9M@2|Bacteria,1RGQB@1224|Proteobacteria,1S32T@1236|Gammaproteobacteria,1MSEG@122277|Pectobacterium",1236|Gammaproteobacteria,S,Protein of unknown function (DUF2593),ybjO,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,-,-,-,-,-,-,-,-,-,DUF2593
WP_011094216.1,218491.ECA2674,3.00E-148,531.2,"COG1177@1|root,COG1177@2|Bacteria,1MVC5@1224|Proteobacteria,1RQB7@1236|Gammaproteobacteria,1MS4G@122277|Pectobacterium",1236|Gammaproteobacteria,P,Binding-protein-dependent transport system inner membrane component,potI,"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0015695,GO:0015696,GO:0015846,GO:0015847,GO:0016020,GO:0016021,GO:0031224,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351",-,"ko:K11070,ko:K11074","ko02010,map02010","M00299,M00300",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.11.1,3.A.1.11.2",-,"iG2583_1286.G2583_1088,ic_1306.c0990",BPD_transp_1
WP_011094217.1,218491.ECA2675,3.40E-180,637.5,"COG1176@1|root,COG1176@2|Bacteria,1MVGM@1224|Proteobacteria,1RNNZ@1236|Gammaproteobacteria,1MR8V@122277|Pectobacterium",1236|Gammaproteobacteria,P,Binding-protein-dependent transport system inner membrane component,potH,"GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0015695,GO:0015696,GO:0015846,GO:0015847,GO:0016020,GO:0016021,GO:0031224,GO:0031226,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351",-,ko:K11075,"ko02010,map02010",M00300,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.11.2,-,"iAF1260.b0856,iBWG_1329.BWG_0709,iE2348C_1286.E2348C_0853,iECDH10B_1368.ECDH10B_0926,iECDH1ME8569_1439.ECDH1ME8569_0808,iEcDH1_1363.EcDH1_2786,iJO1366.b0856,iJR904.b0856,iY75_1357.Y75_RS04455",BPD_transp_1
WP_011094218.1,218491.ECA2676,4.60E-213,746.9,"COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,1RNPX@1236|Gammaproteobacteria,1MRCH@122277|Pectobacterium",1236|Gammaproteobacteria,P,Part of the ABC transporter complex PotABCD involved in spermidine putrescine import. Responsible for energy coupling to the transport system,potG,"GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0015695,GO:0015696,GO:0015846,GO:0015847,GO:0016020,GO:0016021,GO:0031224,GO:0032991,GO:0043190,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0071702,GO:0071705,GO:0071944,GO:0098533,GO:0098796,GO:0098797,GO:1902494,GO:1902495,GO:1904949,GO:1990351",3.6.3.31,"ko:K02052,ko:K11072,ko:K11076","ko02010,ko02024,map02010,map02024","M00193,M00299,M00300",-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.11,3.A.1.11.1,3.A.1.11.2",-,"iSDY_1059.SDY_0740,iYL1228.KPN_00886","ABC_tran,TOBE_2"
WP_011094219.1,218491.ECA2677,1.90E-211,741.5,"COG0687@1|root,COG0687@2|Bacteria,1MUYW@1224|Proteobacteria,1RM7W@1236|Gammaproteobacteria,1MR4J@122277|Pectobacterium",1236|Gammaproteobacteria,P,Required for the activity of the bacterial periplasmic transport system of putrescine,potF,"GO:0003674,GO:0005488,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0015695,GO:0015696,GO:0015846,GO:0015847,GO:0019808,GO:0019810,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0043167,GO:0043169,GO:0044464,GO:0051179,GO:0051234,GO:0070405,GO:0071702,GO:0071705",-,ko:K11073,"ko02010,map02010",M00300,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.11.2,-,"iB21_1397.B21_00865,iECBD_1354.ECBD_2740,iECB_1328.ECB_00859,iECD_1391.ECD_00859,iEcHS_1320.EcHS_A0957,iEcolC_1368.EcolC_2742,iPC815.YPO1331",SBP_bac_8
